Название,Текущая цена,Старая цена,Скидка,Рейтинг,Отзывы,Категория,Ссылка,Скидка_тг,Ценовой_сегмент,Индекс_популярности
"серьги aylin silver mu425 вес 7 г серебро, муассанит",2032,2032,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-aylin-silver-mu425-ves-7-g-serebro-muassanit-112704749/?c=750000000,0,Премиум,0
цепь larey 09765566 длина 45 см бижутерный сплав без вставок,999,999,0%,0,0,all,https://kaspi.kz/shop/p/tsep-larey-09765566-dlina-45-sm-bizhuternyi-splav-bez-vstavok-119698793/?c=750000000,0,Премиум,0
"серьги xuping jewelry базовая коллекция медицинское золото, фианит",980,980,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-xuping-jewelry-bazovaja-kollektsija-meditsinskoe-zoloto-fianit-116141936/?c=750000000,0,Средний,0
"queen fair 418170 длина 7 см бижутерный сплав, стразы",242,242,0%,0,0,all,https://kaspi.kz/shop/p/queen-fair-418170-dlina-7-sm-bizhuternyi-splav-strazy-106360975/?c=750000000,0,Бюджет,0
"лабрет agniya хирургическая сталь, фианит, 1.2х8 мм",1500,1500,0%,0,0,all,https://kaspi.kz/shop/p/labret-agniya-bazovaja-kollektsija-hirurgicheskaja-stal-fianit-136010936/?c=750000000,0,Премиум,0
"пусеты синий бижутерный сплав, акрил",142,142,0%,0,0,all,https://kaspi.kz/shop/p/pusety-sinii-bizhuternyi-splav-akril-115679653/?c=750000000,0,Бюджет,0
"серебрико мужской браслет покрытие серебро , титан, вес 50 г, длина 22 см длина 22 см, вес 50 г титан, плетение панцирное",5500,5500,0%,0,0,all,https://kaspi.kz/shop/p/serebriko-muzhskoi-braslet-pokrytie-serebro-titan-ves-50-g-dlina-22-sm-dlina-22-sm-ves-50-g-titan-pletenie-pantsirnoe-147605223/?c=750000000,0,Премиум,0
"серьги-цепочки xuping jewelry n медицинская сталь, без вставок",332,332,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-tsepochki-xuping-jewelry-n-meditsinskaja-stal-bez-vstavok-106175910/?c=750000000,0,Бюджет,0
"брошь базовая коллекция бижутерный сплав, стекло",349,349,0%,0,0,all,https://kaspi.kz/shop/p/brosh-bazovaja-kollektsija-bizhuternyi-splav-steklo-134217578/?c=750000000,0,Бюджет,0
"56789 длина 18 см бижутерный сплав, без вставок",750,750,0%,0,0,all,https://kaspi.kz/shop/p/56789-dlina-18-sm-bizhuternyi-splav-bez-vstavok-143307947/?c=750000000,0,Средний,0
"кольцо 30351113_591771109 размер регулируемый бижутерный сплав, без вставок",798,798,0%,0,0,all,https://kaspi.kz/shop/p/kol-tso-30351113-591771109-razmer-reguliruemyi-bizhuternyi-splav-bez-vstavok-133383197/?c=750000000,0,Средний,0
"кольцо размер регулируемый бижутерный сплав, кристаллы swarovski",308,308,0%,0,0,all,https://kaspi.kz/shop/p/kol-tso-razmer-reguliruemyi-bizhuternyi-splav-kristally-swarovski-114446888/?c=750000000,0,Бюджет,0
"набор бижутерный сплав, пластик",850,850,0%,0,0,all,https://kaspi.kz/shop/p/nabor-bizhuternyi-splav-plastik-136347259/?c=750000000,0,Средний,0
"конго базовая коллекция медицинская сталь, без вставок",307,307,0%,0,0,all,https://kaspi.kz/shop/p/kongo-bazovaja-kollektsija-meditsinskaja-stal-bez-vstavok-113515671/?c=750000000,0,Бюджет,0
"бусы dana-shop длина 52 см бижутерный сплав, искусственный жемчуг жемчуг",749,749,0%,0,0,all,https://kaspi.kz/shop/p/busy-dana-shop-dlina-52-sm-bizhuternyi-splav-iskusstvennyi-zhemchug-zhemchug-110399329/?c=750000000,0,Средний,0
цепь жемчужина длина 52.6 см искусственный жемчуг жемчуг,361,361,0%,0,0,all,https://kaspi.kz/shop/p/tsep-zhemchuzhina-dlina-52-6-sm-iskusstvennyi-zhemchug-zhemchug-117679348/?c=750000000,0,Бюджет,0
"914770142 длина 23 см бижутерный сплав, искусственный жемчуг",463,463,0%,0,0,all,https://kaspi.kz/shop/p/914770142-dlina-23-sm-bizhuternyi-splav-iskusstvennyi-zhemchug-120218125/?c=750000000,0,Средний,0
"серьги 17km базовая коллекция бижутерный сплав, стразы",937,937,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-17km-bazovaja-kollektsija-bizhuternyi-splav-strazy-130570893/?c=750000000,0,Средний,0
"7272005_738195 длина 16 см бижутерный сплав, стразы",506,506,0%,0,0,all,https://kaspi.kz/shop/p/7272005-738195-dlina-16-sm-bizhuternyi-splav-strazy-115733751/?c=750000000,0,Средний,0
"larey длина 19 см натуральная кожа, натуральный камень, тигровый глаз, шунгит",2500,2500,0%,0,0,all,https://kaspi.kz/shop/p/larey-0863568975567-dlina-19-sm-natural-naja-kozha-natural-nyi-kamen-tigrovyi-glaz-shungit-116869093/?c=750000000,0,Премиум,0
"медь, без вставок",2271,2271,0%,0,0,all,https://kaspi.kz/shop/p/med-bez-vstavok-121311804/?c=750000000,0,Премиум,0
"кольцо размер регулируемый бижутерный сплав, без вставок",198,198,0%,0,0,all,https://kaspi.kz/shop/p/kol-tso-razmer-reguliruemyi-bizhuternyi-splav-bez-vstavok-118469605/?c=750000000,0,Бюджет,0
"бижутерный сплав, стекло",499,499,0%,0,0,all,https://kaspi.kz/shop/p/bizhuternyi-splav-steklo-114184216/?c=750000000,0,Средний,0
"серьги larey segmenta бижутерный сплав, без вставок",890,890,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-larey-segmenta-bizhuternyi-splav-bez-vstavok-145336423/?c=750000000,0,Средний,0
"серьги larey seleste gold бижутерный сплав, стразы",890,890,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-larey-seleste-gold-bizhuternyi-splav-strazy-145839694/?c=750000000,0,Средний,0
"кафф базовая коллекция нержавеющая сталь, без вставок",240,240,0%,0,0,all,https://kaspi.kz/shop/p/kaff-bazovaja-kollektsija-nerzhavejuschaja-stal-bez-vstavok-109771817/?c=750000000,0,Бюджет,0
"кольцо пирсинг титановый сплав, без вставок",257,257,0%,0,0,all,https://kaspi.kz/shop/p/kol-tso-bazovaja-kollektsija-titanovyi-splav-bez-vstavok-117983816/?c=750000000,0,Бюджет,0
чокер длина 35 см бижутерный сплав бисер,990,990,0%,0,0,all,https://kaspi.kz/shop/p/choker-dlina-35-sm-bizhuternyi-splav-biser-112487141/?c=750000000,0,Средний,0
"кольцо billiza размер регулируемый ювелирный сплав, сталь, без вставок",199,199,0%,0,0,all,https://kaspi.kz/shop/p/kol-tso-billiza-razmer-reguliruemyi-juvelirnyi-splav-stal-bez-vstavok-130973704/?c=750000000,0,Бюджет,0
"пусеты laviloom нежный вес 1 г золото, титан, нержавеющая сталь, циркон",4990,4990,0%,0,0,all,https://kaspi.kz/shop/p/pusety-laviloom-nezhnyi-ves-1-g-zoloto-titan-nerzhavejuschaja-stal-tsirkon-147294187/?c=750000000,0,Премиум,0
цепь длина 45 см титан без вставок,274,274,0%,0,0,all,https://kaspi.kz/shop/p/tsep-dlina-45-sm-titan-bez-vstavok-113387569/?c=750000000,0,Бюджет,0
"титан, пластик",1097,1097,0%,0,0,all,https://kaspi.kz/shop/p/titan-plastik-142398806/?c=750000000,0,Премиум,0
"серьги медицинское золото, без вставок",428,428,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-meditsinskoe-zoloto-bez-vstavok-119401080/?c=750000000,0,Бюджет,0
"серьги базовая коллекция титан, без вставок",169,169,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-bazovaja-kollektsija-titan-bez-vstavok-116096981/?c=750000000,0,Бюджет,0
"ipekyolu jewellery 417310123 длина 17 см, вес 17 г серебро, плетение теннис",1141,1141,0%,0,0,all,https://kaspi.kz/shop/p/ipekyolu-jewellery-417310123-dlina-17-sm-ves-17-g-serebro-pletenie-tennis-108739479/?c=750000000,0,Премиум,0
"конго серебрико 4565457 вес 2.5 г серебро, фианит",798,798,0%,0,0,all,https://kaspi.kz/shop/p/kongo-serebriko-4565457-ves-2-5-g-serebro-fianit-139532888/?c=750000000,0,Средний,0
"кольцо 14529011_837392265 размер регулируемый нержавеющая сталь, стразы",804,804,0%,0,0,all,https://kaspi.kz/shop/p/kol-tso-14529011-837392265-razmer-reguliruemyi-nerzhavejuschaja-stal-strazy-137694385/?c=750000000,0,Средний,0
"серьги larey лёгкость бижутерный сплав, эмаль",790,790,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-larey-ljogkost-bizhuternyi-splav-emal--144850771/?c=750000000,0,Средний,0
"серьги бижутерный сплав, без вставок",229,229,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-bizhuternyi-splav-bez-vstavok-120947447/?c=750000000,0,Бюджет,0
"комплект титан, фианит",1771,1771,0%,0,0,all,https://kaspi.kz/shop/p/titan-fianit-140626047/?c=750000000,0,Премиум,0
"длина 40 см медицинская сталь, без вставок",397,397,0%,0,0,all,https://kaspi.kz/shop/p/dlina-40-sm-meditsinskaja-stal-bez-vstavok-121030703/?c=750000000,0,Бюджет,0
"серьги минимализм с акцентом титан, без вставок",420,420,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-minimalizm-s-aktsentom-titan-bez-vstavok-110103157/?c=750000000,0,Бюджет,0
"серьги larey noir soleil бижутерный сплав, без вставок",990,990,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-larey-noir-soleil-bizhuternyi-splav-bez-vstavok-147007127/?c=750000000,0,Средний,0
"серьги larey настроение бижутерный сплав, эмаль",999,999,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-larey-nastroenie-bizhuternyi-splav-emal--143149651/?c=750000000,0,Премиум,0
"серьги бижутерный сплав, без вставок",675,675,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-bizhuternyi-splav-bez-vstavok-135985907/?c=750000000,0,Средний,0
"30295562_416488762 длина 9 см натуральный камень, кахолонг, шунгит",533,533,0%,0,0,all,https://kaspi.kz/shop/p/30295562-416488762-dlina-9-sm-natural-nyi-kamen-kaholong-shungit-123673714/?c=750000000,0,Средний,0
"sulu beine sulu beine93.52 длина 18 см бижутерный сплав, без вставок",453,453,0%,0,0,all,https://kaspi.kz/shop/p/sulu-beine-sulu-beine93-52-dlina-18-sm-bizhuternyi-splav-bez-vstavok-110627264/?c=750000000,0,Средний,0
"orlando silver brac17 длина 21 см, вес 2.1 г серебро, плетение якорное",999,999,0%,0,0,all,https://kaspi.kz/shop/p/orlando-silver-brac17-dlina-21-sm-ves-2-1-g-serebro-pletenie-jakornoe-105935857/?c=750000000,0,Премиум,0
"серьги базовая коллекция медицинское золото, фианит",369,369,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-bazovaja-kollektsija-meditsinskoe-zoloto-fianit-129527031/?c=750000000,0,Бюджет,0
бусы янтарь россии n длина 30 см натуральный янтарь янтарь,4400,4400,0%,0,0,all,https://kaspi.kz/shop/p/busy-jantar-rossii-n-dlina-30-sm-natural-nyi-jantar-jantar--112389961/?c=750000000,0,Премиум,0
"серьги базовая коллекция бижутерный сплав, пластик",209,209,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-bazovaja-kollektsija-bizhuternyi-splav-plastik-117157339/?c=750000000,0,Бюджет,0
"кольцо титановый сплав, без вставок, 1.2х8 мм",1750,1750,0%,0,0,all,https://kaspi.kz/shop/p/kol-tso-n-titanovyi-splav-bez-vstavok-142792017/?c=750000000,0,Премиум,0
"larey victoire длина 18 см бижутерный сплав, без вставок",990,990,0%,0,0,all,https://kaspi.kz/shop/p/larey-victoire-dlina-18-sm-bizhuternyi-splav-bez-vstavok-146330310/?c=750000000,0,Средний,0
"пусеты sokolov 94025798 вес 1.8 г серебро, фианит",12610,12610,0%,0,0,all,https://kaspi.kz/shop/p/pusety-sokolov-94025798-ves-1-8-g-serebro-fianit-106472954/?c=750000000,0,Премиум,0
"серьги larey геометрия света бижутерный сплав, стразы",999,999,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-larey-geometrija-sveta-bizhuternyi-splav-strazy-142140898/?c=750000000,0,Премиум,0
"серьги нержавеющая сталь, акрил, пластик, акрил",336,336,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-nerzhavejuschaja-stal-akril-plastik-akril-123564413/?c=750000000,0,Бюджет,0
"медицинская сталь, жемчуг",947,947,0%,0,0,all,https://kaspi.kz/shop/p/meditsinskaja-stal-zhemchug-115793130/?c=750000000,0,Средний,0
"браслет длина 20 см текстиль, искусственный камень",382,382,0%,0,0,all,https://kaspi.kz/shop/p/krasnaja-nit-s-kamnem-ot-sglaza-dlina-20-sm-tekstil-iskusstvennyi-kamen--129546982/?c=750000000,0,Бюджет,0
"demian jewellery бегунок 209065702 вес 5.5 г серебро, фианит",9999,9999,0%,0,0,all,https://kaspi.kz/shop/p/demian-jewellery-begunok-209065702-ves-5-5-g-serebro-fianit-147818720/?c=750000000,0,Премиум,0
четки iqibla пластик,7185,7185,0%,0,0,all,https://kaspi.kz/shop/p/chetki-iqibla-elektronnye-plastik-20-sm-108510515/?c=750000000,0,Премиум,0
"пусеты tati collection jefe , серьги с бусинами, имитация жемчуга , гвоздик , серьги медь, искусственный жемчуг",292,292,0%,0,0,all,https://kaspi.kz/shop/p/pusety-tati-collection-jefe-ser-gi-s-businami-imitatsija-zhemchuga-gvozdik-ser-gi-med-iskusstvennyi-zhemchug-117951814/?c=750000000,0,Бюджет,0
"серьги остров творчества altynjan национальные казахские карлыгаш медицинская сталь, без вставок",1027,1027,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-ostrov-tvorchestva-altynjan-natsional-nye-kazahskie-karlygash-meditsinskaja-stal-bez-vstavok-143720295/?c=750000000,0,Премиум,0
"серьги larey жемчужная симфония бижутерный сплав, искусственный жемчуг",890,890,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-larey-zhemchuzhnaja-simfonija-bizhuternyi-splav-iskusstvennyi-zhemchug-143405267/?c=750000000,0,Средний,0
"серьги larey цветы бижутерный сплав, эпоксидная смола",890,890,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-larey-tsvety-bizhuternyi-splav-epoksidnaja-smola-132289676/?c=750000000,0,Средний,0
"серьги цветок медицинская сталь, без вставок",540,540,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-tsvetok-meditsinskaja-stal-bez-vstavok-116404038/?c=750000000,0,Средний,0
"larey 699333 длина 20 см ювелирный сплав, чешское стекло, чешское стекло",999,999,0%,0,0,all,https://kaspi.kz/shop/p/larey-699333-dlina-20-sm-juvelirnyi-splav-cheshskoe-steklo-cheshskoe-steklo-109307661/?c=750000000,0,Премиум,0
"серьги xuping jewelry n медицинская сталь, без вставок",276,276,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-xuping-jewelry-n-meditsinskaja-stal-bez-vstavok-105726035/?c=750000000,0,Бюджет,0
"laviloom покрытие серебро длина 22 см, вес 50 г сплав покрытый серебром 925, плетение панцирное",12500,12500,0%,0,0,all,https://kaspi.kz/shop/p/laviloom-pokrytie-serebro-dlina-22-sm-ves-50-g-splav-pokrytyi-serebrom-925-pletenie-pantsirnoe-141780435/?c=750000000,0,Премиум,0
"emeli lux 00009 вес 10 г сплав покрытый серебром 925, фианит",13000,13000,0%,0,0,all,https://kaspi.kz/shop/p/emeli-lux-00009-ves-10-g-splav-pokrytyi-serebrom-925-fianit-143007960/?c=750000000,0,Премиум,0
"серьги базовая коллекция бижутерный сплав, без вставок",288,288,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-bazovaja-kollektsija-bizhuternyi-splav-bez-vstavok-119856148/?c=750000000,0,Бюджет,0
"пусеты базовая коллекция медицинская сталь, кристалл",274,274,0%,0,0,all,https://kaspi.kz/shop/p/pusety-bazovaja-kollektsija-meditsinskaja-stal-kristall-118628026/?c=750000000,0,Бюджет,0
бусы длина 170 см медицинская сталь жемчуг,619,619,0%,0,0,all,https://kaspi.kz/shop/p/busy-dlina-170-sm-meditsinskaja-stal-zhemchug-114734021/?c=750000000,0,Средний,0
"серьги бижутерный сплав, искусственный жемчуг",392,392,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-bizhuternyi-splav-iskusstvennyi-zhemchug-129525589/?c=750000000,0,Бюджет,0
"emeli lux 007 вес 6.5 г сплав покрытый серебром 925, культивированный жемчуг",9998,9998,0%,0,0,all,https://kaspi.kz/shop/p/emeli-lux-007-ves-6-5-g-splav-pokrytyi-serebrom-925-kul-tivirovannyi-zhemchug-142998639/?c=750000000,0,Премиум,0
"серьги бижутерный сплав, без вставок",601,601,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-bizhuternyi-splav-bez-vstavok-120979632/?c=750000000,0,Средний,0
"конго qzerger n медицинская сталь, без вставок",299,299,0%,0,0,all,https://kaspi.kz/shop/p/kongo-qzerger-n-meditsinskaja-stal-bez-vstavok-106172883/?c=750000000,0,Бюджет,0
"modu бижутерный сплав, кристаллы",690,690,0%,0,0,all,https://kaspi.kz/shop/p/modu-bizhuternyi-splav-kristally-142747645/?c=750000000,0,Средний,0
"bellur crystal flow размер регулируемый вес 2.45 г серебро, фианит",3735,3735,0%,0,0,all,https://kaspi.kz/shop/p/bellur-crystal-flow-razmer-reguliruemyi-ves-2-45-g-serebro-fianit-140463969/?c=750000000,0,Премиум,0
"серьги xuping jewelry базовая коллекция медицинское золото, без вставок",1199,1199,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-xuping-jewelry-bazovaja-kollektsija-meditsinskoe-zoloto-bez-vstavok-118087100/?c=750000000,0,Премиум,0
velena n010 длина 18 см,629,629,0%,0,0,all,https://kaspi.kz/shop/p/velena-n010-dlina-18-sm-104606760/?c=750000000,0,Средний,0
"серьги национальные украшения мельхиор, без вставок",380,380,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-natsional-nye-ukrashenija-mel-hior-bez-vstavok-116242902/?c=750000000,0,Бюджет,0
"ipekyolu jewellery 437ay вес 5 г серебро, фианит",5900,5900,0%,0,0,all,https://kaspi.kz/shop/p/ipekyolu-jewellery-437ay-ves-5-g-serebro-fianit-128977129/?c=750000000,0,Премиум,0
"слейв карлыгаш длина 16 см латунь, агат",1600,1600,0%,0,0,all,https://kaspi.kz/shop/p/sleiv-karlygash-dlina-16-sm-latun-agat-134543720/?c=750000000,0,Премиум,0
"конго базовая коллекция медицинское золото, без вставок",903,903,0%,0,0,all,https://kaspi.kz/shop/p/kongo-bazovaja-kollektsija-meditsinskoe-zoloto-bez-vstavok-117016538/?c=750000000,0,Средний,0
"брошь modu бижутерный сплав, жемчуг",650,650,0%,0,0,all,https://kaspi.kz/shop/p/brosh-modu-bazovaja-kollektsija-bizhuternyi-splav-zhemchug-135656976/?c=750000000,0,Средний,0
цепь 14507007_123324595 длина 50 см бижутерный сплав без вставок,430,430,0%,0,0,all,https://kaspi.kz/shop/p/tsep-14507007-123324595-dlina-50-sm-bizhuternyi-splav-bez-vstavok-131675747/?c=750000000,0,Бюджет,0
"серьги xuping jewelry базовая коллекция медицинская сталь, фианит",990,990,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-xuping-jewelry-bazovaja-kollektsija-meditsinskaja-stal-fianit-116838684/?c=750000000,0,Средний,0
"брошь modu бижутерный сплав, жемчуг",566,566,0%,0,0,all,https://kaspi.kz/shop/p/brosh-modu-bazovaja-kollektsija-bizhuternyi-splav-zhemchug-135656893/?c=750000000,0,Средний,0
"серьги сказочные феи медицинская сталь, стразы",239,239,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-skazochnye-fei-meditsinskaja-stal-strazy-121563538/?c=750000000,0,Бюджет,0
"997928 длина 20 см титан, фианит, цирконий",996,996,0%,0,0,all,https://kaspi.kz/shop/p/997928-dlina-20-sm-titan-fianit-tsirkonii-112840924/?c=750000000,0,Премиум,0
"marsella пластик, пластик",50,50,0%,0,0,all,https://kaspi.kz/shop/p/marsella-serdtse-plastik-plastik-159792587/?c=750000000,0,Бюджет,0
"он и она длина 19 см нержавеющая сталь, стекло",275,275,0%,0,0,all,https://kaspi.kz/shop/p/on-i-ona-dlina-19-sm-nerzhavejuschaja-stal-steklo-132811682/?c=750000000,0,Бюджет,0
"серебрико 11223366 длина 19 см, вес 8 г серебро, плетение якорное",1999,1999,0%,0,0,all,https://kaspi.kz/shop/p/serebriko-11223366-dlina-19-sm-ves-8-g-serebro-pletenie-jakornoe-139239645/?c=750000000,0,Премиум,0
"серьги пластик, бижутерный сплав, искусственный жемчуг",404,404,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-plastik-bizhuternyi-splav-iskusstvennyi-zhemchug-139074383/?c=750000000,0,Бюджет,0
"серьги бижутерный сплав, полимерная глина",450,450,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-bizhuternyi-splav-polimernaja-glina-121847535/?c=750000000,0,Средний,0
цепь длина 40 см бижутерный сплав страз,288,288,0%,0,0,all,https://kaspi.kz/shop/p/tsep-dlina-40-sm-bizhuternyi-splav-straz-115980058/?c=750000000,0,Бюджет,0
"кольцо adaline-0049 размер регулируемый бижутерный сплав, стекло",215,215,0%,0,0,all,https://kaspi.kz/shop/p/kol-tso-adaline-0049-razmer-reguliruemyi-bizhuternyi-splav-steklo-122018036/?c=750000000,0,Бюджет,0
"ancollection van cleef длина 20 см титан, перламутр",419,419,0%,0,0,all,https://kaspi.kz/shop/p/ancollection-van-cleef-dlina-20-sm-titan-perlamutr-109387250/?c=750000000,0,Бюджет,0
"gws 0000017 длина 22 см бижутерный сплав, без вставок",1390,1390,0%,0,0,all,https://kaspi.kz/shop/p/gws-0000017-dlina-22-sm-bizhuternyi-splav-bez-vstavok-142714722/?c=750000000,0,Премиум,0
"медицинское золото, фианит",1666,1666,0%,0,0,all,https://kaspi.kz/shop/p/meditsinskoe-zoloto-fianit-115679542/?c=750000000,0,Премиум,0
"серьги larey seleste silver бижутерный сплав, стразы",890,890,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-larey-seleste-silver-bizhuternyi-splav-strazy-145832079/?c=750000000,0,Средний,0
"серьги золото базовая коллекция бижутерный сплав, без вставок",610,610,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-zoloto-bazovaja-kollektsija-bizhuternyi-splav-bez-vstavok-118500642/?c=750000000,0,Средний,0
"конго серьги бижутерия набор - 1 шт бижутерный сплав, без вставок",323,323,0%,0,0,all,https://kaspi.kz/shop/p/kongo-ser-gi-bizhuterija-nabor---1-sht-bizhuternyi-splav-bez-vstavok-118178924/?c=750000000,0,Бюджет,0
"966205 длина 22 см медицинская сталь, без вставок",260,260,0%,0,0,all,https://kaspi.kz/shop/p/966205-dlina-22-sm-meditsinskaja-stal-bez-vstavok-112517117/?c=750000000,0,Бюджет,0
"серьги базовая коллекция титан, эмаль",222,222,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-bazovaja-kollektsija-titan-emal--138664064/?c=750000000,0,Бюджет,0
"кольцо qzerger размер 18 титан, цирконий",287,287,0%,0,0,all,https://kaspi.kz/shop/p/kol-tso-qzerger-razmer-18-titan-tsirkonii-109580978/?c=750000000,0,Бюджет,0
"пусеты ipekyolu jewellery 1 карат 1729-30/80823ay вес 2 г серебро, муассанит",997,997,0%,0,0,all,https://kaspi.kz/shop/p/pusety-ipekyolu-jewellery-1-karat-1729-30-80823ay-ves-2-g-serebro-muassanit-112750845/?c=750000000,0,Премиум,0
"серьги larey цветочная нежность бижутерный сплав, эпоксидная смола",790,790,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-larey-tsvetochnaja-nezhnost-bizhuternyi-splav-epoksidnaja-smola-143202402/?c=750000000,0,Средний,0
"серьги larey imperial grace бижутерный сплав, стразы, искусственный жемчуг",890,890,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-larey-imperial-grace-bizhuternyi-splav-strazy-iskusstvennyi-zhemchug-147584043/?c=750000000,0,Средний,0
"07 длина 19 см титан, эмаль",598,598,0%,0,0,all,https://kaspi.kz/shop/p/07-dlina-19-sm-titan-emal--138664161/?c=750000000,0,Средний,0
"сердце на шнурке длина 100 см текстиль, без вставок",449,449,0%,0,0,all,https://kaspi.kz/shop/p/serdtse-na-shnurke-dlina-100-sm-tekstil-bez-vstavok-113199502/?c=750000000,0,Средний,0
"джевелюкс 2408754148 длина 18 см натуральный камень, кварц, кварц",855,855,0%,0,0,all,https://kaspi.kz/shop/p/dzheveljuks-2408754148-dlina-18-sm-natural-nyi-kamen-kvarts-kvarts-106635027/?c=750000000,0,Средний,0
"18638108_577883785 длина 16 см бижутерный сплав, текстиль, бижутерный сплав",350,350,0%,0,0,all,https://kaspi.kz/shop/p/18638108-577883785-dlina-16-sm-bizhuternyi-splav-tekstil-bizhuternyi-splav-117322010/?c=750000000,0,Бюджет,0
"кафф базовая коллекция бижутерный сплав, искусственный камень",339,339,0%,0,0,all,https://kaspi.kz/shop/p/kaff-bazovaja-kollektsija-bizhuternyi-splav-iskusstvennyi-kamen--132340308/?c=750000000,0,Бюджет,0
четки электронные пластик 13 см,123,123,0%,0,0,all,https://kaspi.kz/shop/p/chetki-elektronnye-plastik-13-sm-135306289/?c=750000000,0,Бюджет,0
"конго dameli accessories бижутерный сплав, без вставок",299,299,0%,0,0,all,https://kaspi.kz/shop/p/kongo-dameli-accessories-bizhuternyi-splav-bez-vstavok-117366073/?c=750000000,0,Бюджет,0
"конго xuping jewelry n медицинская сталь, без вставок",300,300,0%,0,0,all,https://kaspi.kz/shop/p/kongo-xuping-jewelry-n-meditsinskaja-stal-bez-vstavok-107393207/?c=750000000,0,Бюджет,0
"браслет длина 6 см сталь, без вставок",1412,1412,0%,0,0,all,https://kaspi.kz/shop/p/30331956-364571529-dlina-6-sm-stal-bez-vstavok-129418947/?c=750000000,0,Премиум,0
"кольцо размер регулируемый бижутерный сплав, без вставок",199,199,0%,0,0,all,https://kaspi.kz/shop/p/kol-tso-razmer-reguliruemyi-bizhuternyi-splav-bez-vstavok-115733742/?c=750000000,0,Бюджет,0
"серьги mio amore базовая коллекция титан, пластик, без вставок",269,269,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-mio-amore-bazovaja-kollektsija-titan-plastik-bez-vstavok-117061690/?c=750000000,0,Бюджет,0
цепь inizio n длина 53 см титан без вставок,909,909,0%,0,0,all,https://kaspi.kz/shop/p/tsep-inizio-n-dlina-53-sm-titan-bez-vstavok-119302740/?c=750000000,0,Средний,0
"serebro 86533 вес 8.3 г серебро, фианит",6957,6957,0%,0,0,all,https://kaspi.kz/shop/p/serebro-86533-ves-8-3-g-serebro-fianit-117716975/?c=750000000,0,Премиум,0
"larey длина 40 см бижутерный сплав, стразы",970,970,0%,0,0,all,https://kaspi.kz/shop/p/larey-dlina-40-sm-bizhuternyi-splav-strazy-121132847/?c=750000000,0,Средний,0
"ipekyolu jewellery 1 карат 8069/021123ay размер 17.5 вес 2 г серебро, муассанит",1990,1990,0%,0,0,all,https://kaspi.kz/shop/p/ipekyolu-jewellery-1-karat-8069-021123ay-razmer-17-5-ves-2-g-serebro-muassanit-114411608/?c=750000000,0,Премиум,0
цепь accessorize 1989 длина 70 см бижутерный сплав жемчуг,902,902,0%,0,0,all,https://kaspi.kz/shop/p/tsep-accessorize-1989-dlina-70-sm-bizhuternyi-splav-zhemchug-138829865/?c=750000000,0,Средний,0
"пусеты серебро россии 2964 вес 1.6 г серебро, циркон",920,920,0%,0,0,all,https://kaspi.kz/shop/p/pusety-serebro-rossii-2964-ves-1-6-g-serebro-tsirkon-108996357/?c=750000000,0,Средний,0
"цепь золото 001 длина 40 см бижутерный сплав, искусственный жемчуг жемчуг",476,476,0%,0,0,all,https://kaspi.kz/shop/p/tsep-zoloto-001-dlina-40-sm-bizhuternyi-splav-iskusstvennyi-zhemchug-zhemchug-118813080/?c=750000000,0,Средний,0
